CAMIS,DBA,CUISINE.DESCRIPTION,full.address,lon,lat,type
50051480,WONDEE SIAM,Thai,"9th ave 792 , NY, US",-73.987493,40.7649603,other
50050661,DREAM EATERY,Asian,"fort hamilton pkwy 6712 , NY, US",-74.0111522,40.6293782,other
50053100,NEW TUNG HING,Chinese,"4th ave 5224 , NY, US",-74.0145832,40.6450519,other
50045442,HANA ASIAN BISTRO,Asian,"crossbay blvd 15003 , NY, US",-73.8424233,40.669717,other
50019011,DUNKIN' DONUTS,Donuts,"queens blvd 6314 , NY, US",-73.9023358,40.7408394,bakery
50053326,MIRAKUYA,Japanese,"flushing ave 727 , NY, US",-73.9436044,40.700663,other
50047328,KORYODANG BAKERY & CAFE,Bakery,"union st 3702 , NY, US",-73.8274836,40.762322,cafe
50044191,CHECKERS,Hamburgers,"w fordham rd 12 , NY, US",-73.9021294,40.8627257,other
50049918,PASTELES CAPY,Bakery,"jamaica ave 9211 , NY, US",-73.8528492,40.6935867,bakery
50052482,ESPRESSO ME,Other,"atlantic ave 88 , NY, US",-73.9972713,40.6907725,other
50049436,KITTEN CAFE,Caf���/Coffee/Tea,"franklin ave 320 , NY, US",-73.957345,40.688154,cafe
50053046,DUNKIN DONUTS/BASKIN ROBINS,American,"williamsbridge rd 2141 , NY, US",-73.8560444,40.8563687,other
50050984,KENNEDY FRIED CHICKEN,Chicken,"broadway 5605 , NY, US",-73.9046306,40.8797232,other
50045595,MINUS5 ICE BAR,"Bottled beverages, including water, sodas, juices, etc.","avenue of americas 1335 , NY, US",-73.9795163,40.7624779,bar
41642195,NBC,American,"6 avenue 1221 , NY, US",-73.98222,40.7594099,other
50050352,51 MOTT STREET RESTAURANT,Korean,"mott st 51 , NY, US",-73.9987687,40.7154702,other
50046718,THE JUICE SHOP,"Juice, Smoothies, Fruit Salads","adams st 345 , NY, US",-73.9884442,40.692723,bar
50055119,MOTORINO,Pizza/Italian,"columbus ave 510 , NY, US",-73.9730317,40.7856872,other
50017736,GOOD JOY,Chinese,"dekalb ave 216 , NY, US",-73.9706764,40.6893797,other
50051178,CHIPOTLE MEXICAN GRILL #2308,Mexican,"hylan blvd 2602 , NY, US",-74.1112662,40.5680831,other
50038465,BLOCKHEADS BURRITOS,Mexican,"3rd ave 60 , NY, US",-73.9890457,40.731228,other
50045492,DUNKIN DONUTS,Donuts,"nassau st 132 , NY, US",-74.0065631,40.7110196,bakery
50054686,PHO SHOP,Asian,"1st ave 1716 , NY, US",-73.9477887,40.7785117,other
50013994,CAFE PLUS,American,"w 137th st 1 , NY, US",-73.9368675,40.8142482,cafe
50054311,BETTER GOURMET HEALTH KITCHEN,Other,"morris park ave 1135C , NY, US",-73.8518524,40.8503711,other
50037954,FU SING,Chinese,"broadway 4151 , NY, US",-73.9387179,40.8467302,other
50050362,ABIGAIL'S BAKESHOP,Bakery,"bedford ave 1413 , NY, US",-73.9533514,40.6748527,bakery
50050343,JC ENTERPRISES,Other,"jerome ave 2151 , NY, US",-73.9057399,40.8560903,other
50042012,NY SWEET SPOT CAFE,Eastern European,"coney island ave 2376 , NY, US",-73.961515,40.5990333,cafe
50041904,HUMBERTO'S RICE & BEANS RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","saint nicholas ave 1318 , NY, US",-73.9359279,40.8458361,other
50047691,DUETSCHE BANK,Caf���/Coffee/Tea,"park ave 345 , NY, US",-73.9723024,40.7577378,other
50045268,DOS31,Spanish,"s 4th st 231 , NY, US",-73.9588372,40.7105846,other
50054575,MAMABLAZE,Caribbean,"new york ave 907 , NY, US",-73.9467078,40.6513449,other
50045058,BAR (BAR MADISON),American,"penn plz 4 , NY, US",-73.9937515,40.7507042,bar
50054623,SKYLINE BAR & LOUNGE,Other,"wilkinson ave 1511 , NY, US",-73.842575,40.852882,bar
50051411,ARMOND'S LOUNGE,Other,"fulton st 2065 , NY, US",-73.9104471,40.67845,other
50041666,LUKE'S LOBSTER,Seafood,"broadway 1123 , NY, US",-73.9894806,40.7433759,other
50053028,RED MANGO,Other,"flatbush ave 276 , NY, US",-73.9740033,40.6789683,other
50053704,GALICI,Italian,"bay ridge pkwy 1613 , NY, US",-74.0003013,40.6162071,other
50041094,MIMI'S HUMMUS,Mediterranean,"e 14th st 245 , NY, US",-73.9851719,40.7326654,other
50000846,JULESRUBY LOUNGE RENTAL,American,"westchester square 135 , NY, US",-73.8420301,40.8406292,other
50042803,GREGORYS COFFEE,Caf���/Coffee/Tea,"7th ave 356 , NY, US",-73.9928131,40.7484046,other
50055225,STARBUCKS COFFEE,Other,"hutchinson river pkwy 815 , NY, US",-73.8374427,40.8236031,other
50018211,RON BEN-ISRAEL CAKES,Bakery,"w 38th st 247 , NY, US",-73.9904217,40.754354,bakery
50051647,U.S. FRIED CHICKEN,American,"fulton st 2618 , NY, US",-73.8977708,40.6769083,other
50056409,BAKERITA,Other,"e 6th st 627 , NY, US",-73.9801597,40.7240146,other
40373669,BAR 515,American,"3 avenue 515 , NY, US",-73.977528,40.7459827,bar
50051867,MARTINIELLOS,Pizza,"onderdonk ave 675 , NY, US",-73.9072084,40.7042203,other
50015984,SHUKO,Japanese,"e 12th st 47 , NY, US",-73.9916129,40.7336366,other
50043270,EL NOPAL RESTAURANT & JUICE BAR,Other,"5th ave 631 , NY, US",-73.976146,40.758501,bar
50050384,FRIJOLITO'S RESTAURANT,Mexican,"broadway 3446 , NY, US",-73.9523102,40.823386,other
50035315,SEA SKY KTV,Other,"kissena blvd 4620 , NY, US",-73.818825,40.749953,other
50044736,GEBHARD'S BEER CULTURE,American,"w 72nd st 228 , NY, US",-73.9831616,40.778957,other
41448719,GOLDMAN SACHS,American,"west street 200 , NY, US",-74.0143717,40.7148895,other
50051899,PAPA JOHN,Other,"14th ave 15039 , NY, US",-73.812414,40.789435,other
41412172,EAT-A-BAGEL (JOHN A NOBLE FERRY BOAT),American,"whitehall ferry terminal 0 , NY, US",-74.0059413,40.7127837,other
50055398,URBANA,Other,"53rd st 1305 , NY, US",-73.9940447,40.6327431,other
41183948,JALOPY,Caf���/Coffee/Tea,"columbia street 315 , NY, US",-73.9788262,40.7198766,other
50042774,BLANK SLATE,American,"madison ave 121 , NY, US",-73.9843762,40.7453004,other
50044717,HEALTHY./KOSHER CONCESSION,Hotdogs/Pretzels,"penn plz 4 , NY, US",-73.9937515,40.7507042,other
50039654,XYZ,Spanish,"e 7th st 102 , NY, US",-73.9850631,40.7265102,other
50051486,STATE GRILL AND BAR,American,"5th ave 350 , NY, US",-73.9856556,40.7487097,bar
50046346,NEW CHINA FRESH CHINESE RESTAURANT,Chinese,"metropolitan ave 11924 , NY, US",-73.8311667,40.7057193,other
50042757,VIVI BUBBLE TEA,Asian,"ditmars blvd 3516 , NY, US",-73.9085874,40.7743731,other
40401934,BROOKLYN DINER,American,"7 avenue 888 , NY, US",-73.980679,40.7652705,other
50043594,BURRITO BOWL GRILL,Asian,"hoyt st 230 , NY, US",-73.990257,40.6832358,other
50053401,DELICIAS COLOMBIANAS,Other,"82nd st 3703 , NY, US",-73.8840906,40.749542,other
50044095,SABORES RESTAURANT & BAR,Other,"woodward ave 392 , NY, US",-73.9124736,40.7087783,bar
50054609,CHINA WOK III,Chinese,"webster ave 2459 , NY, US",-73.8930541,40.8600673,other
50037273,PANTASTIC,Korean,"northern blvd 4202 , NY, US",-73.9213737,40.7522923,other
50039613,TORI'S MEXICAN CUISINE,Mexican,"e 149th st 859 , NY, US",-73.9032657,40.8118193,other
50053010,CHINA KING 88,Chinese,"rockaway blvd 13123 , NY, US",-73.806478,40.675066,other
50033715,DOMINIQUE ANSEL KITCHEN,Bakery,"7th ave s 137 , NY, US",-74.0018989,40.7348168,bakery
50047817,THE LITTLE BEET,American,"broadway 1140 , NY, US",-73.9886687,40.7439358,other
50034893,M & J FLOW LOUNGE,Spanish,"e 149th st 876 , NY, US",-73.9034736,40.8112305,other
50046765,PN WOOD FIRED PIZZA,Pizza/Italian,"5th ave 246 , NY, US",-73.9877913,40.7447043,other
40822611,HOMESTRETCH BAR,American,"kings highway 214 , NY, US",-73.9827866,40.605276,bar
50046992,UPSTATE STOCK,Other,"berry st 2 , NY, US",-73.9548743,40.7224441,other
50046425,2 BROS PIZZA,Pizza,"8th ave 557 , NY, US",-73.992015,40.754742,other
50033801,BABBALUCCI'S,Italian,"lenox ave 331 , NY, US",-73.9448093,40.8088533,other
50015763,YUMMY TACO,Tex-Mex,"flatlands ave 8011 , NY, US",-73.9131373,40.6359136,other
50033305,LORAX FROZEN YOGURT,"Ice Cream, Gelato, Yogurt, Ices","8th ave 4602 , NY, US",-73.9361717,40.8305148,bar
50050106,EL CHARRO POBLANO,Mexican,"church ave 733 , NY, US",-73.9722209,40.6459334,other
50055466,EL ZOCALO,"Ice Cream, Gelato, Yogurt, Ices","roosevelt ave 8820 , NY, US",-73.8779261,40.7480418,bar
50044940,BAGEL BOBS ON YORK,Bagels/Pretzels,"york ave 1641 , NY, US",-73.9470128,40.776508,other
50052206,ROOFTOP  LOUNGE,American,"w 21st st 3052-3078 , NY, US",-73.987548,40.572891,other
50052333,AROMA PIZZA AND CAFE,Pizza,"w 188th st 600 , NY, US",-73.9309654,40.8537781,cafe
41688177,NATHAN'S FAMOUS,Hotdogs,"atlantic avenue 620 , NY, US",-73.9752822,40.6826571,other
50041222,LE FRAPE,Caf���/Coffee/Tea,"astoria blvd 2511 , NY, US",-73.9222534,40.7713784,other
50044058,LE PAIN QUOTIDIEN,American,"broad st 85 , NY, US",-74.0110917,40.7039915,other
50046988,ORWASHERS,Bakery,"amsterdam ave 440 , NY, US",-73.9776056,40.7846919,bakery
50047245,ALBION,Armenian,"2nd ave 575 , NY, US",-73.9773145,40.7433518,other
50049872,GREAT WALL,Chinese,"fort hamilton pkwy 6820 , NY, US",-74.0122446,40.6289246,other
50055374,FLORA BAR,Other,"madison ave 945 , NY, US",-73.9638263,40.7733983,bar
50037537,5TH AVENUE ASIAN TASTE RESTAURANT,Chinese/Cuban,"5th ave 718 , NY, US",-73.9747612,40.7622912,other
40929169,HOTEL PENNSYLVANIA,American,"7 avenue 401 , NY, US",-73.9910404,40.7499042,other
50046025,PIZZERIA SIRENETTA,Pizza,"amsterdam ave 568 , NY, US",-73.9745763,40.7888077,other
50045291,BROOKLYN PIZZERIA,Pizza,"saint johns pl 1351 , NY, US",-73.9334221,40.6708808,other
50044972,FLASH FACTORY,American,"w 28th st 229 , NY, US",-73.994748,40.7480551,other
50052949,SUBWAY SANDWICHES,American,"bedford ave 1622 , NY, US",-73.9565102,40.6672384,other
50017029,RANDAZZO'S PIZZERIA,Pizza,"ditmas ave 306 , NY, US",-73.9756349,40.6355631,other
50051873,BELLA PIZZA,Pizza,"springfield blvd 13462 , NY, US",-73.7542179,40.6790695,other
50004551,KENNEDY FRIED CHICKEN,Chicken,"e 149th st 730 , NY, US",-73.9086255,40.8129839,other
50002594,STARBUCKS,Caf���/Coffee/Tea,"flatbush ave 395 , NY, US",-73.9714604,40.6758361,other
50017340,NUM PANG,Sandwiches/Salads/Mixed Buffet,"e 12th st 28 , NY, US",-73.9931433,40.7339209,other
50044345,DUNKIN DONUTS,Donuts,"broadway 321 , NY, US",-74.0051079,40.7160459,bakery
41074296,FORNINO,Italian,"bedford avenue 187 , NY, US",-73.957694,40.7175485,other
50012648,Q CAFE,Delicatessen,"kissena blvd 6010 , NY, US",-73.8153592,40.7397219,cafe
50041809,KENNEDY FRIED CHICKEN,Hamburgers,"37th ave 10220 , NY, US",-73.8644905,40.7530764,other
50054576,BURGER KING,American,"7th ave 474 , NY, US",-73.9900223,40.7521676,other
50047047,LIC HOTEL INC,Caf���/Coffee/Tea,"21st st 4404 , NY, US",-73.947218,40.749374,other
50042382,THE FASHION CHEF,Bakery,"36th st 220 , NY, US",-73.9761559,40.7463529,bakery
50052625,BOULEVARD HERO'S,Other,"guy r brewer blvd 14924 , NY, US",-73.7677683,40.6575254,other
50053293,WAFELS & DINGES-LANDING,"Ice Cream, Gelato, Yogurt, Ices","west st 393 , NY, US",-74.0107576,40.733161,bar
50055401,LITTLE PHEASANT CATERING,Other,"flushing ave 630 , NY, US",-73.9486322,40.6996552,other
50039046,SIP FRESCO,"Juice, Smoothies, Fruit Salads","broadway 3590 , NY, US",-73.94875,40.827967,bar
50054367,PANORMA RESTAURANT,Other,"astoria blvd 8708 , NY, US",-73.881897,40.7638509,other
50041280,STARBUCKS,Caf���/Coffee/Tea,"wyckoff ave 329 , NY, US",-73.9110895,40.6998498,other
50052277,SAMMY'S HOUSE OF BBQ,Southwestern,"w 44th st 258 , NY, US",-73.9883734,40.7581681,other
50043433,THE DOLAR SHOP,Other,"37th ave 13353 , NY, US",-73.833175,40.761058,other
50044365,LITTLE BAMBOO,Thai,"lenox ave 175 , NY, US",-73.9484406,40.8038889,other
50048467,SAIDY'S CAFE,Caf���/Coffee/Tea,"little neck pkwy 5825 , NY, US",-73.722511,40.7614159,cafe
50045886,BLT STEAK,Other,"w 52nd st 135 , NY, US",-73.9809365,40.7619422,other
50037910,DUNKIN' DONUTS,Donuts,"8th ave 391 , NY, US",-73.9957822,40.7494161,bakery
50045805,NEW CHINA GRILL,Chinese,"horace harding expy 22012 , NY, US",-73.7574422,40.7486517,other
50043792,RUNNING COOL RESTAURANT,Caribbean,"jerome ave 2263 , NY, US",-73.9040959,40.8580795,other
50040607,SIMPLY DIVINE,Jewish/Kosher,"broadway 3080 , NY, US",-73.9600406,40.8118492,other
50018788,WHITMANS,Hamburgers,"8th ave 700 , NY, US",-73.9882975,40.7587072,other
50015808,SUBWAY,Sandwiches,"amsterdam ave 321 , NY, US",-73.9798589,40.7806195,other
50051827,KING & QUEENS,Seafood,"clarkson ave 834 , NY, US",-73.9306089,40.65646,other
50040933,STARBUCKS,Caf���/Coffee/Tea,"union sq w 25 , NY, US",-73.9912075,40.7362882,other
50053327,EL DESPERTAR RESTAURANT,Other,"prospect ave 849 , NY, US",-73.9017346,40.8201772,other
50056256,MINUS CELSIUS ICE CREAM,Other,"grand st 302 , NY, US",-73.9915781,40.7176718,other
41396670,HIGHLANDERS (STAND 318),American,"east  161 street 1 , NY, US",-73.9265691,40.8288189,other
50036737,BREADS BAKERY,American,"w 40th st 41 , NY, US",-73.9843365,40.7538201,other
50038027,BROWNS BAGELS,Bagels/Pretzels,"w 31st st 132 , NY, US",-73.990655,40.7483005,other
41567381,GOOGLE-TRUCK PIT,Asian,"8 avenue 111 , NY, US",-74.0021187,40.7409573,other
50052554,BANGKOK B.A.R.,Other,"w 14th st 353 , NY, US",-74.0046413,40.7410154,other
50043164,PITA GRILL,Mediterranean,"2nd ave 1603 , NY, US",-73.9532696,40.7762204,other
50046781,ROYAL SUSHI,Japanese,"mcclean ave 143 , NY, US",-74.066976,40.598125,other
50051227,EAST 21,Chinese,"roosevelt ave 7126 , NY, US",-73.8939518,40.746446,other
50041245,SUNBERI YOGURT & CAFE,Other,"30th ave 3504 , NY, US",-73.918145,40.765087,cafe
50041608,MAZAG,Other,"steinway st 2574 , NY, US",-73.913381,40.766266,other
50047742,DOUGHNUTTERY,Donuts,"8th avenue 1000S , NY, US",-73.9830144,40.7671243,bakery
50052609,BEAUTIFULLY NATURAL,Other,"crescent st 3411 , NY, US",-73.9307026,40.7607771,other
50046140,CAPTAIN DAN'S GOOD TIME TAVERN,American,"greene ave 497 , NY, US",-73.9510571,40.6885822,other
41701514,DUNKIN' DONUTS,Donuts,"rockaway boulevard 14601 , NY, US",-73.7914368,40.6737593,bakery
50051756,KUNG FU TEA,Other,"86th st 2174 , NY, US",-73.9943674,40.6019861,other
50053142,GOLDIE'S,American,"nassau ave 195 , NY, US",-73.9451644,40.7257164,other
50042405,BLEU BEAUTY BAR,Tapas,"sherman ave 264 , NY, US",-73.9184571,40.8666656,bar
50049766,SCHILLING,Other,"washington st 109 , NY, US",-74.0139894,40.7085747,other
50018621,VILLAGE DEN RESTAURANT,American,"w 12th st 225 , NY, US",-74.0014609,40.737808,other
50054588,THE JUILLIARD SCHOOL,Other,"west 65 street 165 , NY, US",-73.9840809,40.7740616,other
50049592,MEJBAAN,Other,"37th ave 7424 , NY, US",-73.8910701,40.7490256,other
50010005,BLOOMBERG QUEENS METRO PANTRY,American,"metropolitan ave 6626 , NY, US",-73.8918278,40.7115028,other
50053354,SIZZLE SHAWARMA & FALAFEL BAR,Other,"union tpke 18615 , NY, US",-73.7823132,40.7290638,bar
50044522,CLUB GRILL,American,"penn plz 4 , NY, US",-73.9937515,40.7507042,other
50002316,CROWN GRILL FRIED CHICKEN & PIZZA,American,"kissena blvd 71-12 , NY, US",-73.8152547,40.7292531,other
50055123,CHIPOTLE MEXCIAN GRILL # 2760,Other,"jackson ave 2614 , NY, US",-73.941622,40.747071,other
50050739,CARVEL,"Ice Cream, Gelato, Yogurt, Ices","grand concourse 2231A , NY, US",-73.9011328,40.8563138,bar
50052161,GFC,Chicken,"remsen ave 1206 , NY, US",-73.9059158,40.639969,other
50049373,PAPA JOHN'S PIZZA,Pizza,"amsterdam ave 1709 , NY, US",-73.9476258,40.824841,other
50016731,MALT AND MOLD,Not Listed/Not Applicable,"2nd ave 362 , NY, US",-73.9815284,40.7366753,other
50052394,24 HOUR FITNESS CLUB #291,Other,"grand concourse 2503 , NY, US",-73.8970955,40.86281,other
50036850,SCHNIPPERS,Hamburgers,"new york plz 1 , NY, US",-73.8309175,40.7753969,other
50047625,HAI STREET KITCHEN AND CO.,Japanese,"park ave 230 , NY, US",-73.9761826,40.7543721,other
50046036,M AND C FOODZ TO GO,Caribbean,"e gun hill rd 1322A , NY, US",-73.8477156,40.8710009,other
50038058,BAR SUZETTE,American,"park ave 230 , NY, US",-73.9761826,40.7543721,bar
50038483,SUBWAY,Sandwiches,"broadway 7422 , NY, US",-73.8981534,40.8895273,other
50037749,IL VIOLINO,Italian,"columbus ave 180 , NY, US",-73.980872,40.775067,other
50042550,GLOBAL KITCHEN,American,"ave americas 1290 , NY, US",-73.978872,40.7604895,other
50045338,THE NEW PIZZA PROFESSOR,Pizza,"jewel ave 14125 , NY, US",-73.8238971,40.7300198,other
50033824,GANSO YAKI,Japanese,"atlantic ave 515 , NY, US",-73.980416,40.6854857,other
40512852,DOC WATSONS,American,"2 avenue 1490 , NY, US",-73.9555177,40.7722793,other
50040442,BY THE WAY BAKERY,Jewish/Kosher,"lexington ave 1236 , NY, US",-73.9569274,40.7779536,other
50042840,DUNKIN' DONUTS,Donuts,"w 125th st 105 , NY, US",-73.945866,40.8083328,bakery
50051768,KOSHER MOSHE'S PIZZA,Other,"vleigh pl 7749 , NY, US",-73.8204377,40.7198756,other
50049338,MALVA PIZZERIA,Other,"church ave 1806 , NY, US",-73.9627667,40.6493647,other
50053364,JUICE GENERATION,"Juice, Smoothies, Fruit Salads","bleecker st 245 , NY, US",-74.0025891,40.7309168,bar
50052060,GEORGE'S PIZZA,Other,"w 181st st 726 , NY, US",-73.9371051,40.8504356,other
50052915,RENALMAN INC,Sandwiches/Salads/Mixed Buffet,"myrtle ave 6914 , NY, US",-73.8821937,40.7016792,other
50049588,SONS AND DAUGHTERS,Other,"10th ave 85 , NY, US",-74.0081402,40.7430227,other
50043399,KONEKO,Caf���/Coffee/Tea,"clinton st 26 , NY, US",-73.9841388,40.7204578,other
50048244,LOTTE NEW YORK PALACE -4TH FLOOR KITCHEN,Other,"madison ave 455 , NY, US",-73.9749775,40.75802,other
50034745,AZUCAR,"Ice Cream, Gelato, Yogurt, Ices","s 4th st 334 , NY, US",-73.9545519,40.7088229,bar
50054346,NORTH PENGUIN,Japanese,"knickerbocker ave 307 , NY, US",-73.9231599,40.7017835,other
50008722,LITTLE CAESARS,Pizza,"williamsbridge rd 2011A , NY, US",-73.8549748,40.8544635,other
50044179,HOU YI,Asian,"2nd ave 97 , NY, US",-73.9890043,40.7273114,other
50044499,PAD THAI,Asian,"8th ave 409 , NY, US",-73.9953962,40.7500761,other
50045054,CHINA NEW STAR RESTAURANT,Chinese,"forest ave 1640 , NY, US",-74.1432402,40.6246431,other
50038216,PHO 18 AVE,Asian,"18th ave 7116 , NY, US",-73.9941865,40.6154529,other
50046558,SAM'S FRIED ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","jamaica ave 15915 , NY, US",-73.7998178,40.7038437,bar
50054524,LE CAFE COFFEE,Caf���/Coffee/Tea,"lexington ave 661 , NY, US",-73.9697968,40.7597355,cafe
50050337,BLUE BOTTLE COFFEE,Other,"11th ave 600 , NY, US",-73.9967579,40.7623377,other
50047830,PONDICHERI,Indian,"w 27th st 15 , NY, US",-73.9882462,40.7445059,other
50056400,AU BON PAIN,Other,"w 34th st 151 , NY, US",-73.9895261,40.7507917,other
50053320,COCO NYC INC.,Other,"82nd st 3701B , NY, US",-73.9860571,40.600975,other
50055651,TURNTABLE LP BAR,Other,"w 32nd st 34 , NY, US",-73.9873075,40.7476751,bar
50033545,CAFE ARBAT,Eastern European,"avenue u 712 , NY, US",-73.9636088,40.5978346,cafe
50042556,STARBUCKS,Caf���/Coffee/Tea,"5th ave 350 , NY, US",-73.9856556,40.7487097,other
50042946,B & F BAKERY,American,"flushing ave 995 , NY, US",-73.9329173,40.7033066,other
50053662,COFFEED CORP.,Other,"navy pier ct 7 , NY, US",-74.0742381,40.6288895,other
50051550,CHIPOTLE MEXICAN GRILL #2254,Mexican,"7th ave 185 , NY, US",-73.9964248,40.7426323,other
50048654,RAFAEL GARCIA,Mexican,"bath ave 1962 , NY, US",-74.002089,40.601526,other
50047216,DUNKIN DONUTS,Other,"south conduit ave 76-30 , NY, US",-73.7615889,40.6660315,other
50049171,CREPE SUCRE LLC,Other,"w 14th st 353 , NY, US",-74.0046413,40.7410154,other
50042006,COFFEE PROJECT NY,Caf���/Coffee/Tea,"e 5th st 239 , NY, US",-73.9892902,40.7270664,other
50043639,MERMAID FINEST DELI,Other,"mermaid ave 1530 , NY, US",-73.9835183,40.5765325,other
50042319,LITTLE MISS MUFFIN N HER STUFFIN,Caribbean,"washington ave 768 , NY, US",-73.9634214,40.6750586,other
50052210,RESTAURANT KITCHEN,Other,"w 21st st 3052 , NY, US",-73.987548,40.572891,other
50049579,99 CENTS FRESH PIZZA,Pizza,"lexington ave 473-A , NY, US",-73.9740641,40.7537652,other
50044540,HOT DOG CONCESSION,Hotdogs,"penn plz 4 , NY, US",-73.9937515,40.7507042,other
50039445,GUCKENHEIMER @ TWITTER NYC COFFEE BAR,American,"w 17th st 245 , NY, US",-73.999654,40.7414238,bar
50044272,FIKA,Caf���/Coffee/Tea,"park ave s 407 , NY, US",-73.9836441,40.7434064,other
50056097,ROOM 1705,Other,"1st ave 1705 , NY, US",-73.9485191,40.7785516,other
50033684,LUCKY LOTUS YOGA,Caf���/Coffee/Tea,"myrtle ave 334 , NY, US",-73.9731241,40.6930522,other
50045436,CAFE PATORO,Bakery,"front st 223 , NY, US",-74.0023615,40.7072515,cafe
50038193,THE STACK DELI & GRILL,Delicatessen,"horace harding expway 183-01 , NY, US",-73.791185,40.74012,other
50048373,SONG BOAT,Chinese,"39th ave 13342 , NY, US",-73.8326682,40.7593849,other
41688146,CARLA HALL'S SOUTHERN KITCHEN,Steak,"atlantic avenue 620 , NY, US",-73.9752822,40.6826571,other
50048238,BURGERFI,American,"86th st 719 , NY, US",-73.9447962,40.7749692,other
41076966,POPEYES LOUISIANA KITCHEN,Chicken,"east  174 street 949 , NY, US",-73.8855408,40.8369804,other
50053023,LA DULCE BAKERY,Bakery,"lefferts blvd 8710A , NY, US",-73.8309399,40.6999979,bakery
41690369,EXTREME BLENDZ (CRUNCH),"Juice, Smoothies, Fruit Salads","west   54 street 250 , NY, US",-73.983522,40.7642452,bar
50044219,SUSHI ZO,Japanese,"w 3rd st 88 , NY, US",-73.9991755,40.7298293,other
50016003,YELLOW MAGNOLIA CANTEEN,Armenian,"washington ave 1000 , NY, US",-73.9093586,40.8261363,other
50041043,BRAVO PIZZA,Pizza,"park ave s 257 , NY, US",-73.9871529,40.7385752,other
50041595,TAMU LOLA,Tapas,"e 20th st 40 , NY, US",-73.9886118,40.7384441,other
50048348,SIDE PARK CAFE,American,"5th ave 1230 , NY, US",-73.9514063,40.7931183,cafe
50053017,NEW FRESH TORTILLA,Chinese,"86th st 1708 , NY, US",-74.0048739,40.6083167,other
50048484,AVENUE DINER,American,"2nd ave 1074 , NY, US",-73.9653238,40.758835,other
40483696,BROOKS ATKINSON THEATER,American,"west   47 street 256 , NY, US",-73.9869169,40.7599428,other
50048842,BING KITCHEN,Chinese,"orchard st 71 , NY, US",-73.990759,40.7175131,other
50002276,DONOSTIA,Tapas,"ave b 155 , NY, US",-73.979792,40.7266432,other
50044197,BUFFALO WILD WINGS GRILL & BAR,Chicken,"20th ave 13415 , NY, US",-73.8337509,40.7821253,bar
50055636,PANDA EXPRESS 2614,Other,"fulton st 423 , NY, US",-74.0132592,40.7126205,other
50014700,TO YOUR HEALTH & HAPPINESS,Other,"a c powell blvd 2340 , NY, US",-73.943019,40.816936,other
50054647,HONG KONG BAKERY,Bakery,"42nd st 807 , NY, US",-74.0008486,40.7618922,bakery
50047927,ALOHA HARLEM,Hawaiian,"1st ave 2245 , NY, US",-73.9359998,40.7956812,other
50050334,BLUE BOTTLE COFFEE,Other,"rockefeller plz 1 , NY, US",-73.9788647,40.7580616,other
50041664,CHAI WALI,Indian,"lenox ave 274 , NY, US",-73.9458469,40.8067572,other
50054037,ALEGRIA BAR AND GRILL,Other,"grand st 483 , NY, US",-73.9836093,40.7149525,bar
50047265,HAN,Chinese,"10th ave 854 , NY, US",-73.9887125,40.7684858,other
50040815,JOOMAKGOL,Korean,"farrington st 3526 , NY, US",-73.831753,40.763671,other
50014844,BLOSSOM DU JOUR,Vegetarian,"amsterdam ave 449 , NY, US",-73.9769275,40.7847774,other
50016102,CAFE GRUMPY,Caf���/Coffee/Tea,"w 39th st 200 , NY, US",-73.9888518,40.754081,cafe
50055036,SHAY & IVY,Other,"w 24th st 37 , NY, US",-73.9910053,40.7432901,other
50048355,SALITO'S PIZZA & CAFE,Pizza,"liberty ave 9312 , NY, US",-73.8453055,40.6800226,cafe
50050333,BLUE BOTTLE COFFEE,Other,"w 40th st 54 , NY, US",-73.9842268,40.7529757,other
50051092,LEE LEE,Bakery,"w 118th st 283 , NY, US",-73.9539762,40.8056949,bakery
50044674,BANANA LEAF NY,Indian,"e 6th st 328 , NY, US",-73.9872591,40.7266851,other
50051739,DUNKIN DONUTS,Donuts,"richmond ave 3845 , NY, US",-74.1648026,40.544115,bakery
50052110,WV HOSPITALITY,Other,"wythe avenue 55 , NY, US",-73.9572598,40.7224486,other
50051917,KENNEDY FRIED CHICKEN & PIZZA,Chicken,"grand concourse 2558 , NY, US",-73.8955653,40.8637874,other
50053069,CONVENE 237 PARK,American,"park ave 237 , NY, US",-73.9749325,40.753904,other
50052715,DINO'S TAVERN,Other,"23rd ave 4119 , NY, US",-73.8747849,40.7682471,other
50008446,DUNKIN' DONUTS,Donuts,"queens blvd 6809 , NY, US",-73.8962699,40.740779,bakery
50056495,MARKLE RESIAENCE,Other,"w 13th st 123 , NY, US",-73.9983834,40.7373141,other
50017750,SUBWAY,Sandwiches,"10th ave 250 , NY, US",-74.0032172,40.7486115,other
50045071,PRESS ROOM,American,"penn plz 4 , NY, US",-73.9937515,40.7507042,other
50056031,WORD UP CAFE,Caf���/Coffee/Tea,"pennsylvania ave 652 , NY, US",-73.8928887,40.6612781,cafe
40949604,CHEESY PIZZA,Pizza,"broadway 2640 , NY, US",-73.9695482,40.7971965,other
50052463,JENAVIES CAFE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","bruckner blvd 2920 , NY, US",-73.8273063,40.8332335,cafe
