CAMIS,DBA,CUISINE.DESCRIPTION,full.address,lon,lat,type
40705052,IL FORNETTO TRATTORIA CAFE,Italian,"emmons avenue 2902 , NY, US",-73.939597,40.5835068,cafe
50043685,CREPES CELSTES,French,"queens blvd 9015 , NY, US",-73.8705157,40.7344654,other
50001295,CAPRICES BY SOPHIE,Bakery,"n6th street 138 , NY, US",-73.9591029,40.7175269,bakery
50037737,MARCHA EAST VILLAGE,Spanish,"avenue c 111 , NY, US",-73.9789315,40.7243262,other
41428049,THE ARCHIVE,American,"east   36 street 12 , NY, US",-73.9828415,40.7492513,other
40594962,TRIBECA TAVERN,American,"west broadway 247 , NY, US",-74.0055377,40.7196996,other
50034783,FRESCA TORTILLA,Tex-Mex,"grand ave 7009 , NY, US",-73.8928346,40.7277324,other
50012106,ABURI SUSHI,Japanese,"grand st 769 , NY, US",-73.9776201,40.7132883,other
41663033,EL ENCANTO CENTRO-AMERICANO RESTAURANT,Spanish,"jamaica avenue 14912 , NY, US",-73.8050924,40.7017511,other
40942069,CASSIDY'S PUB,Irish,"west   55 street 65 , NY, US",-73.9771995,40.7628464,other
41361062,SAL Y PIMIENTA BAR & RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","ogden avenue 1472 , NY, US",-73.9233817,40.8440428,bar
41326963,FINEST EVER LUCK RESTAURANT,Chinese,"20 avenue 6103 , NY, US",-73.983401,40.618483,other
50003658,BOOGATTI,Middle Eastern,"steinway st 2553 , NY, US",-73.9124716,40.7664952,other
50053443,LISA'S PIZZERIA AND DUMPLINGS,Pizza,"stillwell ave 2434 , NY, US",-73.983974,40.58797,other
40367946,THE LARK'S NEST,Irish,"katonah ave 4280 , NY, US",-73.8670028,40.8979693,other
50016304,EL NUEVO VALLE RESTAURANT & LECHONERA,Spanish,"e 167th st 268 , NY, US",-73.9143362,40.8332387,other
50043852,L'EXPRESS,French,"park ave s 249 , NY, US",-73.9875824,40.7380466,other
41508862,FARINELLA,Pizza,"lexington avenue 1132 , NY, US",-73.9592671,40.7747356,other
41512842,CHECKERS,Hamburgers,"broadway 277 , NY, US",-74.006451,40.714443,other
41622588,INSOMNIA COOKIES,Bakery,"2 avenue 1579 , NY, US",-73.9540872,40.775221,bakery
50050836,HOSHI SUSHI,Chinese,"roosevelt ave 13620 , NY, US",-73.8290939,40.759362,other
50048149,MEDITERRANEO PIZZA,Pizza,"saint nicholas ave 1593 , NY, US",-73.9300237,40.8547884,other
50051705,BIG WONG CHINESE RESTAURANT,Chinese,"laconia ave 3975A , NY, US",-73.8494277,40.884435,other
50017189,THE SQUARE ON ANNADALE,Pizza,"annadale rd 833 , NY, US",-74.1771342,40.5414275,other
50048861,PCE JAMAICAN RESTAURANT LLC,Caribbean,"white plains rd 4120A , NY, US",-73.8582598,40.8910844,other
50048688,BOCA CHICA GRILL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","roosevelt ave 9310 , NY, US",-73.8732167,40.7486196,other
41213177,LUNA PIZZA,Pizza,"kings highway 1115 , NY, US",-73.9612994,40.6077406,other
50044842,DUNKIN DONUTS,Donuts,"saint nicholas ave 900 , NY, US",-73.9411081,40.8310075,bakery
40692741,DELIGHT DONUT,American,"fresh pond road 6691 , NY, US",-73.8965848,40.7063134,other
50005340,ASIAN GOURMET,Asian,"main st 5711 , NY, US",-73.8257817,40.7460806,other
41643558,BETONY,American,"west   57 street 41 , NY, US",-73.9762526,40.7641992,other
41476982,JOHNNY'S BAKERY,Bakery,"prospect avenue 1365 , NY, US",-73.897368,40.8305659,bakery
50004805,CHINA DRAGON EXPRESS,Chinese,"atlantic ave 3467 , NY, US",-73.8689573,40.6826937,other
40576213,EGYPTIAN COFFEE SHOP,Caf̩/Coffee/Tea,"steinway street 2509 , NY, US",-73.9117359,40.767575,other
41461382,HOME VIETNAMESE SANDWICH AND BUBBLE TEA,Vietnamese/Cambodian/Malaysia,"5 avenue 349 , NY, US",-73.9843984,40.7481139,other
50011541,JUICERY+KITCHEN,"Juice, Smoothies, Fruit Salads","union ave 568 , NY, US",-73.95195,40.7176859,bar
50016260,MILLY'S CORNER RESTAURANT AND BAR,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","longwood ave 1129 , NY, US",-73.892902,40.814868,bar
41664704,THE COCK & BULL,English,"west   45 street 23 , NY, US",-73.9804839,40.7560743,other
41449587,CASK BAR & KITCHEN,American,"east   33 street 167 , NY, US",-73.9789761,40.7454193,bar
50011620,MARABELLAS PIZZERIA,Pizza/Italian,"greenpoint ave 4107 , NY, US",-73.9238457,40.7402753,other
41201884,MOMOFUKU SSAM BAR,Asian,"2 avenue 207 , NY, US",-73.9858554,40.7317011,bar
50032862,ISLAND TRINI BURGER,Caribbean,"nostrand ave 2093 , NY, US",-73.9475887,40.6345039,other
50007157,BAR PRIMI,Italian,"bowery 325 , NY, US",-73.9918012,40.7256599,bar
50014650,GOOD WOK RESTAURANT,Chinese,"tompkins ave 375 , NY, US",-74.0734609,40.616906,other
40788884,STARBUCKS,Caf̩/Coffee/Tea,"8 avenue 177 , NY, US",-74.0006049,40.743218,other
41530881,MARCO POLO PIZZA & DELI,American,"madison avenue 1289 , NY, US",-73.9559662,40.7843975,other
50010020,THE CENTURION LOUNGE,American,"laguardia airport 000 , NY, US",-73.8739659,40.7769271,other
41117836,SAMUEL ADAMS,"Bottled beverages, including water, sodas, juices, etc.","laguard airport 0 , NY, US",-73.8683536,40.7699371,bar
41394043,GOLDEN PALACE,American,"union port road 1451 , NY, US",-73.5935741,40.707865,other
41233904,LOUIE & ERNIE'S PIZZA,Pizza/Italian,"crosby avenue 1300 , NY, US",-73.8286333,40.8382682,other
50048335,57TH BELLE HOUSE,French,"e 57th st 151 , NY, US",-73.9682882,40.7608166,other
50001520,FRIEDMAN'S,American,"west 31 street 132 , NY, US",-73.990655,40.7483005,other
50035825,BOOTS AND SADDLE,Other,"7th ave s 100A , NY, US",-74.0034275,40.7329801,other
41291190,LUCCA RESTAURANT,Italian,"westchester avenue 3019 , NY, US",-73.8318085,40.8477009,other
50014832,JOE'S CRAB SHACK,American,"59th ave 9250 , NY, US",-73.8694845,40.7340343,other
50052392,NEW YORK BURGER CO.,American,"w 23rd st 470 , NY, US",-74.0041429,40.7474374,other
50047663,BROOKLYN BURGER SHACK,American,"e 4th st 1878 , NY, US",-73.9692837,40.6048366,other
50049472,SHALLOW'S CAFE,Caf̩/Coffee/Tea,"rogers ave 340 , NY, US",-73.9538939,40.6649061,cafe
50045946,GREENWOOD QUALITY BAKERY,Bakery,"liberty ave 11102 , NY, US",-73.8309079,40.6846212,bakery
41402869,LA MORADA RESTAURANT,Mexican,"willis avenue 308 , NY, US",-73.9214556,40.8105783,other
41463441,THE IMMIGRANT NYC,American,"east    9 street 341 , NY, US",-73.9853652,40.7285659,other
50037328,PADOCA BAKERY,Bakery,"e 68th st 359 , NY, US",-73.9580679,40.7654584,bakery
50055209,10 BELOW ICE CREAM,Other,"saint marks pl 42 1/2 , NY, US",-73.9872167,40.7282742,other
41552204,MCDONALD'S,American,"bartow avenue 2010 , NY, US",-73.8305532,40.8687031,other
41701232,POLLOS DONA MARIA,Spanish,"jamaica avenue 9303 , NY, US",-73.85179,40.6939463,other
41668278,NIU NOODLE HOUSE,Chinese,"greenwich avenue 15 , NY, US",-73.9999945,40.7343666,other
41477698,PATRON,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","dyckman street 104 , NY, US",-73.9251935,40.861827,other
50045121,SUBWAY,Sandwiches/Salads/Mixed Buffet,"w 125th st 578 , NY, US",-73.9581655,40.81512,other
50044896,LIANG'S GARDEN,Chinese,"cypress ave 320 , NY, US",-73.9132651,40.8074129,other
50019209,ROCCO'S TACOS & TEQUILA BAR,Mexican,"adams st 339 , NY, US",-73.9884107,40.6932044,bar
41528048,FORTALEZCASE CON LO MEJOR DE LA NATURALEZA,"Juice, Smoothies, Fruit Salads","fulton street 3434 , NY, US",-73.868916,40.684344,bar
41429791,RASPBERRY DELI & GROCERY,Delicatessen,"2 avenue 2127 , NY, US",-73.941128,40.792917,other
40666183,QUEEN VIC,American,"second avenue 68 , NY, US",-73.9892179,40.72594,other
50038532,HAPPY FORTUNE CHINESE RESTAURANT,Chinese,"47th st 4757 , NY, US",-73.9184682,40.739433,other
41628872,UNCLE BARRY'S,American,"5 avenue 58 , NY, US",-73.9946081,40.7346741,bar
50043970,LA ISLA CUCHIFRITOS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","willis ave 510 , NY, US",-73.9181633,40.8151851,other
41387662,RIVERWALK BAR & GRILL EXPRESS,American,"main street 425 , NY, US",-73.9530949,40.7586283,bar
41298438,CAFFE E VINO,Italian,"dekalb avenue 112 , NY, US",-73.9782611,40.6896358,other
40872433,STARBUCKS,Caf̩/Coffee/Tea,"broadway 471 , NY, US",-74.000741,40.7213629,other
50002095,THE BAHCHE,Mediterranean,"7th st 191 , NY, US",-73.9804324,40.7248928,other
50036779,THE BOX ( GOOGLE),Continental,"10th ave 85 , NY, US",-74.0081402,40.7430227,other
41688157,DAVID'S K DELI,Jewish/Kosher,"atlantic avenue 620 , NY, US",-73.9752822,40.6826571,other
50052618,FOUR SEASONS HOTEL NEW YORK DOWNTOWN,Other,"barclay st 27 , NY, US",-74.009149,40.7124963,other
41004075,HALE & HEARTY SOUP,Soups & Sandwiches,"broad street 55 , NY, US",-74.0108765,40.7052927,other
41244358,COCO MOKA CAFE,American,"penn plaza 2 , NY, US",-73.9921676,40.7499719,cafe
41212471,MOE'S CAFE,American,"west   21 street 141 , NY, US",-73.9953003,40.7423892,cafe
50017798,TSUKIJI,Japanese,"huguenot ave 895 , NY, US",-74.1917571,40.5327722,other
41688099,CALVIN KLEIN COURTSIDE KITCHEN,American,"atlantic avenue 620 , NY, US",-73.9752822,40.6826571,other
50043911,BREAD & JOE,Caf̩/Coffee/Tea,"4th ave 618 , NY, US",-73.993832,40.664853,other
41604359,HENRY,Vietnamese/Cambodian/Malaysia,"7 avenue 433 , NY, US",-73.9902502,40.750725,other
40950544,LE PAIN QUOTIDIEN,Sandwiches,"west   72 street 50 , NY, US",-73.9784866,40.7769964,other
50008239,NEW YORK YANKEES MVP CLUB,American,"e 161st st 1 , NY, US",-73.9265691,40.8288189,other
41459231,MARIO'S HAMBURGER & PIZZA PLACE,Other,"amsterdam avenue 2004 , NY, US",-73.9412242,40.8343808,other
41683685,BAGELS & BREW,American,"broadway 4305 , NY, US",-73.9352798,40.851905,other
50000590,CAFE BIBA,Caf̩/Coffee/Tea,"kent ave 101 , NY, US",-73.9609863,40.7205275,cafe
50017117,GABRIELA'S TAQUERIA,Mexican,"8th ave 700 , NY, US",-73.9882975,40.7587072,other
41386827,AROMA ESPRESSO BAR,Caf̩/Coffee/Tea,"west   72 street 161 , NY, US",-73.9807084,40.7785285,bar
50050439,BIG BEAR COTTAGE,Japanese,"broadway 8115 , NY, US",-73.8831972,40.7434057,other
41426964,HOLIDAY INN EXPRESS NYC TIMES SQUARE,American,"west   39 street 343 , NY, US",-73.9930851,40.7563598,other
50012833,LUPITA'S MEXICAN FOOD,Tex-Mex,"grand concourse 2366 , NY, US",-73.8985189,40.8590133,other
41709744,MCCANN CAFETERIA,Soups & Sandwiches,"third avenue 622 , NY, US",-73.9756083,40.7497508,cafe
41707057,IL VINO CITY WINE BAR,Italian,"2 avenue 1728 , NY, US",-73.9497374,40.7801627,bar
50008801,LIN CHINA WOK,Chinese,"e 137th st 537 , NY, US",-73.918427,40.8066061,other
41604732,KING'S CHEF,Chinese,"cross island parkway 15327 , NY, US",-73.8093443,40.7870336,other
40396020,FRENCH ROAST,French,"west   11 street 78 , NY, US",-73.9980751,40.7351482,other
50038296,PDQ,American,"sackett st 359 , NY, US",-73.9931268,40.6823149,other
50037719,EMACK & BOLIOS,"Ice Cream, Gelato, Yogurt, Ices","montague st 115 , NY, US",-73.9949026,40.6951847,bar
50047568,THE FAT MONK,Other,"columbus ave 949 , NY, US",-73.962326,40.7995476,other
50000828,PATEA,Caf̩/Coffee/Tea,"mott street 135 , NY, US",-73.9968989,40.7185289,other
50033361,KOTTU HOUSE,Asian,"broome st 250 , NY, US",-73.9896577,40.7182032,other
50045765,WHITEPOINT PIZZA,Other,"14th ave 13213 , NY, US",-73.835794,40.787044,other
50001997,HOLY MOLY (JESUS' TACO),Tex-Mex,"west 145 st 501 , NY, US",-73.9478153,40.8255355,other
40388016,WENDY'S,Hamburgers,"westchester avenue 2140 , NY, US",-73.8529658,40.8337943,other
50040258,OPEN KITCHEN,American,"william st 123 , NY, US",-74.0071476,40.7093249,other
41622946,DELICIOUS ON LYDIG,Jewish/Kosher,"lydig avenue 746 , NY, US",-73.8660308,40.8542516,other
41710571,BLACKTHORN 51,American,"51 avenue 8012 , NY, US",-73.8832746,40.7372698,other
40690910,CHECKERS,Hamburgers,"baychester avenue 344 , NY, US",-73.8306444,40.8672088,other
50004415,GOLDEN KRUST,Caribbean,"springfield blvd 13338 , NY, US",-73.7534199,40.6804196,other
50002450,DUNKIN' DONUTS,American,"grand st 351 , NY, US",-73.9895397,40.7166856,other
50012009,PARADISE FRIED CHICKEN,Chicken,"westchester ave 1504 , NY, US",-73.8798091,40.8285264,other
40803773,RANDAZZO'S CLAM BAR,Seafood,"emmons avenue 2017 , NY, US",-73.9476974,40.5837833,bar
50052884,PINE TREE CAFE,American,"southern blvd 2900 , NY, US",-73.8802383,40.862452,cafe
50043899,FRESH SOFT TORTILLA,Tex-Mex,"ditmars blvd 3115 , NY, US",-73.9099049,40.7758947,other
41449654,SOUTH,American,"5 avenue 629 , NY, US",-73.9771767,40.7585304,other
50045626,NAPOLITANA PIZZA,Pizza/Italian,"williamsbridge rd 2136 , NY, US",-73.8555888,40.8564991,other
50051894,PANDA CAFE,Caf̩/Coffee/Tea,"hester st 124 , NY, US",-73.9946948,40.7168935,cafe
50032974,BRANCH OFC,American,"rogers ave 225 , NY, US",-73.9532084,40.6686888,other
41390294,MONACO,Russian,"mcdonald avenue 1836 , NY, US",-73.9732093,40.6080583,other
50034319,TAYLORMADE JAMAICAN EATERY,Caribbean,"classon ave 393 , NY, US",-73.9596269,40.687632,other
50043907,KINGS BAKERY,Bakery,"86th st 2053 , NY, US",-73.996679,40.604018,bakery
41371333,NEW DUMPLING HOUSE,Chinese,"jamaica avenue 9512 , NY, US",-73.8498595,40.6941475,other
50005302,DESERT ROSE CAFE & LOUNGE,American,"amboy rd 4459 , NY, US",-74.1629434,40.5446356,cafe
41321617,JULIANO'S ESPRESSO BAR,Caf̩/Coffee/Tea,"lexington avenue 1378 , NY, US",-73.9535523,40.7826797,bar
40995117,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,"white plains road 4708 , NY, US",-73.8496814,40.903784,other
50034654,MCDONALD'S,Hamburgers,"20th ave 8520 , NY, US",-73.9982041,40.604894,other
50018154,12 CORNERS COFFEE,Caf̩/Coffee/Tea,"mott st 121 , NY, US",-73.9972137,40.7180479,other
41148766,TOCQUEVILLE RESTAURANT,French,"east   15 street 3 , NY, US",-73.992551,40.7365449,other
41096117,KOI,Japanese,"west   40 street 40 , NY, US",-73.983765,40.7528128,other
40383003,COBBLESTONE PUB,American,"queens boulevard 11718 , NY, US",-73.8327409,40.714974,other
41559183,LILLIAN PIZZERIA,Pizza,"69 avenue 9601 , NY, US",-73.8523355,40.7170456,other
40923544,TEMPLE BAR,American,"lafayette street 332 , NY, US",-73.9949405,40.7258921,bar
40617679,CAPRI PIZZA RESTAURANT,Pizza,"westchester avenue 2401 , NY, US",-73.8466204,40.8372031,other
41094661,SKYLINE BILLARD,American,"mcdonald avenue 2515 , NY, US",-73.973643,40.5907052,other
50009804,PIE PIE PIZZA,Pizza,"columbus ave 924 , NY, US",-73.9634427,40.7989056,other
50000971,SUBWAY,Sandwiches,"queens blvd 3511 , NY, US",-73.9291032,40.7448158,other
50033071,GABY RESTAURANT,French,"w 44th st 45 , NY, US",-73.9817968,40.7557843,other
50006765,THE BAGEL FACTORY,Bagels/Pretzels,"5th ave 461 , NY, US",-73.9813925,40.7522359,other
40396053,CHICK-N-RIBS,Chicken,"morris park ave 780 , NY, US",-73.8630492,40.8456231,other
41626041,GENES @ BARNEYS,American,"madison avenue 660 , NY, US",-73.9711284,40.7647181,bar
50049869,JUICE PRESS @ EQUINOX,"Juice, Smoothies, Fruit Salads","murray st 54 , NY, US",-74.0100543,40.7141901,bar
50005443,CAFFE BENE,Caf̩/Coffee/Tea,"w 14th st 4 , NY, US",-73.9940003,40.7359927,other
41591363,SUBWAY,American,"rockaway boulevard 11000 , NY, US",-73.8284365,40.6778345,other
50034366,CARLETON LOUNGE,American,"w 120th st 500 , NY, US",-73.9599676,40.8093798,other
41096112,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"morris park ave 699 , NY, US",-73.865882,40.8454332,bakery
41704630,HOT WOK,Chinese,"bay ridge ave 119 , NY, US",-74.0314448,40.637591,other
50046023,"BLENDED-UP JUICE, SMOOTHIES & SALAD BAR","Juice, Smoothies, Fruit Salads","westchester ave 1805 , NY, US",-73.8661134,40.832154,bar
50049451,CROWN FRIED CHICKEN,Chicken,"guy r brewer blvd 9240C , NY, US",-73.7941198,40.7004834,other
50046238,DARDANIA QEBABTORE EUROPE AND GRILL,Eastern European,"mace ave 1009 , NY, US",-73.858478,40.8632167,other
50044333,DABRONX PIZZA,Pizza,"e tremont ave 394 , NY, US",-73.9013788,40.8476226,other
50042490,BKM CAFE & BOWL,American,"eastern pkwy 200 , NY, US",-73.9636614,40.6709661,cafe
50004725,PRINCE PIZZA,Pizza,"avenue u 1101 , NY, US",-73.9609278,40.598575,other
50040249,CEVICHERIA EL REY,Spanish,"roosevelt ave 8516A , NY, US",-73.8856385,40.7473098,other
41225179,STARBUCKS,Caf̩/Coffee/Tea,"madison avenue 340 , NY, US",-73.9787882,40.7538638,other
50036337,BROADWAY COFFEE SHOP,American,"broadway 691 , NY, US",-73.9947099,40.728235,other
41154194,NATURALLY DELICIOUS CATERERS,American,"court street 487 , NY, US",-73.9986243,40.6761291,other
50041989,MENTOKU,Japanese,"9th ave 744 , NY, US",-73.9885468,40.7635307,other
50015672,KAM KITCHEN,Chinese,"liberty ave 13417 , NY, US",-73.8121182,40.691763,other
50017897,MR KING FOOD KITCHEN,Chinese,"albany ave 579 , NY, US",-73.939534,40.6604451,other
50043267,NUM PANG SANDWICH SHOP,Asian,"broad st 75 , NY, US",-74.0112304,40.7046866,other
41590665,LOS PAISITAS BAKERY & RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","grand avenue 8711 , NY, US",-73.878228,40.7365352,other
41203328,DUNKIN' DONUTS,American,"150 street 1423 , NY, US",-73.8133291,40.788226,other
41362418,AWAY CAFE,American,"jfk international airport 0 , NY, US",-73.7781391,40.6413111,cafe
50006420,TACOS TIJUANA,Mexican,"5th ave 5807 , NY, US",-73.9630024,40.7780229,other
50038382,JILLY'S COFFEE SHOP,Armenian,"schenectady ave 2185 , NY, US",-73.9295865,40.618584,other
40835721,IRVING FARM,American,"irving place 71 , NY, US",-73.9869656,40.7368,other
41717113,CHEN GARDEN,Chinese,"northern boulevard 9422 , NY, US",-73.873276,40.7566061,other
50035974,ENGELINE'S RESTAURANT BAKERY,Filipino,"roosevelt ave 5828 , NY, US",-73.9058083,40.7451539,other
50032882,CULTURA PIZZA E VITA,Pizza/Italian,"mott st 151 , NY, US",-73.9965396,40.7194535,other
41706329,SAFFRON INDIAN CUISINE,Indian,"chambers street 98 , NY, US",-74.007725,40.714627,other
41004799,HONG KONG RESTAURANT,Chinese,"jamaica avenue 10259 , NY, US",-73.8432665,40.695381,other
40807234,RICHMOND COUNTY COUNTRY CLUB - POOL SNACK BAR,American,"flagg place 135 , NY, US",-74.104656,40.58834,bar
50034992,EMPANADAS MONUMENTAL,Spanish,"w 181st st 550 , NY, US",-73.9328259,40.848768,other
50044585,BAR GARDEN,American,"penn plz 4 , NY, US",-73.9937515,40.7507042,bar
41301576,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","francis lewis boulevard 2828 , NY, US",-73.793881,40.7707486,bar
50050670,MCDONALD'S,American,"westchester ave 839 , NY, US",-73.902012,40.8196782,other
50013250,DUNKIN' DONUTS,Donuts,"e tremont ave 770 , NY, US",-73.8887957,40.8439812,bakery
40391002,DANIEL'S BAGEL,Bagels/Pretzels,"third avenue 569 , NY, US",-73.9762071,40.7478404,other
50052610,SANTO DOMINGO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","new lots ave 862 , NY, US",-73.8789234,40.6677887,other
50034597,AVOCADO SUSHI,Japanese,"arthur kill rd 4906 , NY, US",-74.2385469,40.5225078,other
50048970,POPEYES LOUISIANA KITCHEN,Chicken,"fulton st 1153 , NY, US",-73.9554572,40.6812855,other
41453613,PROVIDENCE EQUITIES,American,"west   57 street 9 , NY, US",-73.9749381,40.7638258,other
41473761,RESTAURANT SALVADORENO ''EL JIBOA'',Spanish,"northern boulevard 25113 , NY, US",-73.7370033,40.76946,other
50008202,BARCADE,American,"w 24th st 148 , NY, US",-73.9944248,40.7443119,bar
50043919,CHENS GARDEN,Chinese,"flatlands ave 11046 , NY, US",-73.890616,40.6504853,other
41584187,COCO FRESH TEA & JUICE,Caf̩/Coffee/Tea,"lexington avenue 459 , NY, US",-73.9743598,40.7534048,other
41719663,UNCLES BOONS,Thai,"spring street 7 , NY, US",-73.9943585,40.7213514,other
50039227,STARBUCKS,Caf̩/Coffee/Tea,"e 161st st 260 , NY, US",-73.9189897,40.8254821,other
50053085,GONG CHA,Other,"union st 4006 , NY, US",-73.8265642,40.7601904,other
40820080,7 STARS RESTAURANT,American,"14 avenue 13209 , NY, US",-73.8360418,40.7867641,other
50014027,XIAO WEI MALA YABU,Chinese,"roosevelt ave 13655 , NY, US",-73.8281585,40.7602848,other
50018144,LEE GOOD TASTE KITCHEN,Chinese,"pitkin ave 2686 , NY, US",-73.872888,40.6750709,other
50006271,DUNKIN' DONUTS,Donuts,"linden blvd 18905 , NY, US",-73.7618479,40.6918069,bakery
41473313,HAPPY GARDEN RESTAURANT,Chinese,"morris park avenue 706 , NY, US",-73.8655565,40.8451169,other
41701085,KIM FAI CHINESE FOOD,Chinese,"utica avenue 1628 , NY, US",-73.9286215,40.6325575,other
50047227,NEW CAMPENA PIZZERIA,Pizza,"morningstar rd 300 , NY, US",-74.1471602,40.6310815,other
40605282,CASSIS BISTRO/BRASSERIE,French,"columbus avenue 225 , NY, US",-73.9792675,40.7762094,other
41706122,NEW HAPPY GARDEN,Chinese,"ogden avenue 1150 , NY, US",-73.9270725,40.8365345,other
41658283,OPERA CAFE LOUNGE,Turkish,"emmons avenue 2255 , NY, US",-73.9446224,40.5839607,cafe
50016659,R&S COFFEE SHOP,Delicatessen,"36th ave 2106 , NY, US",-73.9366492,40.7596296,other
50054846,SOY KITCHEN,Other,"188th st 6142 , NY, US",-73.7862916,40.7393994,other
50000263,INDIA HOUSE CLUB,American,"hanover square 1 , NY, US",-74.009734,40.7046145,other
41635764,GASOLINA BAR LOUNGE,American,"boston post road 2525 , NY, US",-73.7644239,40.9207709,bar
41333632,JUICE BAR PLUS,"Juice, Smoothies, Fruit Salads","3 avenue 700 , NY, US",-73.9738828,40.7520277,bar
50038340,A PLUS EXPRESS/CHINESE RESTAURANT,Chinese,"broadway 794 , NY, US",-73.9914107,40.7318582,other
50053656,HUA LONG,Chinese,"fulton st 706 , NY, US",-73.9737195,40.685812,other
50047128,OAXACA,Other,"wall st 67 , NY, US",-74.0083779,40.7055787,other
50011551,OBICA MOZZARELLA BAR,Italian,"broadway 928 , NY, US",-73.9891408,40.740032,bar
40939208,SUGARCANE,Caribbean,"flatbush avenue 238 , NY, US",-73.9750454,40.6802842,other
40948625,SUMMER GARDEN,American,"west   50 street 10 , NY, US",-73.9773763,40.7585994,other
50018704,MOMO SUSHI,Japanese,"park ave s 239 , NY, US",-73.9876783,40.7378436,other
50005560,POTBELLY SANDWICH WORKS,Sandwiches/Salads/Mixed Buffet,"park ave 100 , NY, US",-73.97896,40.751357,other
41168748,DUNKIN' DONUTS,Donuts,"garrison avenue 880 , NY, US",-73.8921025,40.8165807,bakery
41577558,SUBWAY,Sandwiches/Salads/Mixed Buffet,"west   46 street 36 , NY, US",-73.9808149,40.7565934,other
50051924,CAFE GRUMPY,Caf̩/Coffee/Tea,"mott st 177 , NY, US",-73.9959214,40.7205289,cafe
50051893,AVILA KITCHEN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","manhattan ave 685 , NY, US",-73.9532554,40.8099575,other
40747192,NONIS COFFEE SHOP,American,"riverdale avenue 5921 , NY, US",-73.9041718,40.9073323,other
50001817,NATHAN'S FAMOUS,Hotdogs,"86th st 650 , NY, US",-73.9448149,40.7749446,other
50048295,DUNKIN DONUTS & BASKIN ROBBINS,Donuts,"atlantic ave 1993 , NY, US",-73.9161079,40.6770127,bakery
41450360,EL TEQUILERO BAR & RESTAURANT,Mexican,"avenue u 111416 , NY, US",-73.9428862,40.60032,bar
41511169,THE ROCK SHOP,American,"4 avenue 249 , NY, US",-73.9898755,40.7343726,other
50047033,GRILL 108,Jewish/Kosher,"108th st 6447 , NY, US",-73.8486342,40.7318497,other
40913296,STARBUCKS,Caf̩/Coffee/Tea,"madison avenue 295 , NY, US",-73.9795471,40.7516776,other
50034310,MELT BAKERY,"Ice Cream, Gelato, Yogurt, Ices","high line pk w 15th st NKN , NY, US",-74.0059413,40.7127837,bar
50043297,S & N JAPANESE CREPE,Pancakes/Waffles,"8th ave 5901 , NY, US",-73.9356919,40.8314779,bakery
50053601,ACES,Other,"37th ave 3210 , NY, US",-73.9301452,40.7541564,other
41235443,NIZZA,Italian,"9 avenue 628 , NY, US",-73.9914056,40.7601004,other
41383548,BOQUERIA,Spanish,"spring street 171 , NY, US",-74.002141,40.7249134,other
40389357,CAMPEON,Mexican,"east   16 street 9 , NY, US",-73.9916859,40.7371461,other
50052328,HADO ASIA BISTRO,Japanese,"86th ave 13838 , NY, US",-73.8170596,40.7077641,other
50041844,BURGER KING,American,"86th st 2164 , NY, US",-73.994661,40.6020872,other
40927055,CLASSIC PIZZA & RESTAURANT,Pizza/Italian,"amsterdam avenue 1747 , NY, US",-73.946575,40.8261544,other
50003964,EMERALD INN,Irish,"w 72nd st 250 , NY, US",-73.983856,40.7792387,other
41312523,FIVE GUYS FAMOUS BURGERS AND FRIES,Hamburgers,"bleeker street 296 , NY, US",-74.0038191,40.7323382,other
41550389,CROWN FRIED CHICKEN,Chicken,"fulton street 1147 , NY, US",-73.9558917,40.6813788,other
41629686,DUNKIN' DONUTS,Donuts,"jfk international airport 0 , NY, US",-73.7781391,40.6413111,bakery
40538061,COSMOS RESTAURANT,Spanish,"east tremont avenue 726 , NY, US",-73.8903137,40.8448267,other
50047191,NATALIE'S PIZZA,Pizza,"parsons blvd 8756 , NY, US",-73.8029601,40.707992,other
50002587,DUNKIN' DONUTS,Donuts,"main street 42-35 , NY, US",-73.8276945,40.7546369,bakery
40381811,DUFFY'S,American,"forest avenue 650 , NY, US",-74.1107786,40.6295647,other
41585030,ROCKWAY BEACH CLUB,American,"shore front pkwy 9701 , NY, US",-73.8162446,40.5836967,other
50038923,PIZZA BEACH,Pizza/Italian,"orchard st 167 , NY, US",-73.9887305,40.7213392,other
41117086,SABOR A MEXICO,Mexican,"east   77 street 233 , NY, US",-73.9569642,40.7726565,other
50045959,ROYALCOACH DINER,American,"boston post rd 3250 , NY, US",-73.8194409,40.8902217,other
50045897,STUDIO 735,American,"saint nicholas ave 735 A , NY, US",-73.9442085,40.8252699,other
