CAMIS,DBA,CUISINE.DESCRIPTION,full.address
50007379,MATCHPOINTNYC,Soups & Sandwiches,"shell rd 2781 , NY, US"
41615635,PERISTA RESTAURANT,American,"west kingsbridge road 101 , NY, US"
50016237,KORILLA EAST VILLAGE,Korean,"3rd ave 23 , NY, US"
50000894,FITZCARRALDO,Italian,"morgan ave 195 , NY, US"
41653101,MI PEQUENO RANCHITO,Mexican,"new utrecht avenue 4614 , NY, US"
50018758,WEI WILLIAMSBURG,Chinese,"borinquen pl 145 , NY, US"
41696825,CHARLEY DELI AND KITCHEN,Caribbean,"228 street 14527 , NY, US"
40933601,THE HILL,American,"3 avenue 416 , NY, US"
40639085,JEAN DANET FRENCH PASTRY,Bakery,"5 avenue 7526 , NY, US"
40399569,JUDGE ROY BEAN,American,"west   56 street 38 , NY, US"
40662196,LUCIEN RESTAURAUNT,French,"1 avenue 14 , NY, US"
41117795,HAVANA CENTRAL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","west   46 street 151 , NY, US"
41236410,DUNKIN' DONUTS,American,"east   16 street 1691 , NY, US"
40546098,CHURRASCARIA PLATAFORMA,Brazilian,"west   49 street 316 , NY, US"
41722445,Midnights,American,"north    6 street 149 , NY, US"
40391350,VACCARO'S PIZZERIA & TRATTORIA,Pizza/Italian,"little neck parkway 8802 , NY, US"
41021272,Fiore's Pizza,Pizza,"bleecker street 165 , NY, US"
40397797,TOAD HALL,American,"grand street 57 , NY, US"
41600064,AGUA ROJA BAR & LOUNGE,Spanish,"nagle avenue 212 , NY, US"
50043314,AREPA FACTORY,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","avenue a 145-147 , NY, US"
40397687,USAGI,Japanese,"east   49 street 320 , NY, US"
41511573,BETTER GOURMET HEALTH KITCHEN,American,"hylan boulevard 2333 , NY, US"
41532039,AUNTIE ANNE'S PRETZELS,Hotdogs/Pretzels,"8 avenue 664 , NY, US"
41403545,3rd & 7,American,"quentin road 3622 , NY, US"
41080133,COUSIN'S DELI RESTAURANT,Delicatessen,"3 avenue 4102 , NY, US"
50002504,CASELLA BAGEL COFFEE SHOP,American,"willoughby st 66 , NY, US"
40736385,MCDONALD'S,Hamburgers,"linden boulevard 2797 , NY, US"
41695529,MALA NOCHE NO,Spanish,"104 street 3909 , NY, US"
41576082,M & K SPANISH RESTAURANT II,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","richmond terrace 56 , NY, US"
41611678,FIRST SERVICE BAR,"Bottled beverages, including water, sodas, juices, etc.","rockaway boulevard 11000 , NY, US"
41477498,SWEET SWEET SUE'S,American,"annadale road 895 , NY, US"
41545586,FALLSBURG BAGELS,Jewish/Kosher,"16 avenue 4602 , NY, US"
40614552,SEA GATE BEACH CLUB,American,"surf avenue 3700 , NY, US"
41450604,BAGELS & CO,Jewish/Kosher,"union turnpike 18802 , NY, US"
41686650,AVENUES - THE WORLD SCHOOL,Other,"10th ave 259 , NY, US"
40978571,STARLITE LOUNGE,American,"mcdonald avenue 1213 , NY, US"
41563476,MING WONG RESTAURANT,Chinese,"west burnside avenue 29 , NY, US"
50014554,CREOLE PLATE,Creole,"merrick blvd 23306 , NY, US"
41457630,KYOCHON,Korean,"5 avenue 319 , NY, US"
41221362,SING FEI RESTAURANT,Chinese,"east gunhill road 263 , NY, US"
41299922,SEDUTTO,"Ice Cream, Gelato, Yogurt, Ices","1 avenue 1498 , NY, US"
50004351,IL PORTO BRICK OVEN RISTORANTE,Italian,"washington ave 37 , NY, US"
50051926,NA,Other,"165th st 8902 , NY, US"
41551369,CHA PA'S VIETNAMESE EATERY,Vietnamese/Cambodian/Malaysia,"west   52 street 314 , NY, US"
50015737,TANDIR ROKHAT,Other,"coney island ave 2678 , NY, US"
50046096,JACKSON BAGEL,Bagels/Pretzels,"37th ave 8530 , NY, US"
50001441,WAYSIDE,American,"e 12th st 139 , NY, US"
41469010,MOMENTO RESTAURANT,Spanish,"queens plaza north 2513 , NY, US"
50043011,THE BURGARY,Other,"clinton st 67 , NY, US"
41643108,KAI FENG FU DUMPLING HOUSE,Chinese,"8 avenue 4801 , NY, US"
50004323,CARRIZAL RESTAURANT,Spanish,"broadway 1346 , NY, US"
41491173,EVE ULTRA LOUNGE,American,"arthur kill road 2354 , NY, US"
50003613,DEE DAA,Thai,"e 44th st 155 , NY, US"
50010581,CHINA HOUSE QUEENS TAKE OUT,Chinese,"hillside ave 20618 , NY, US"
41631760,DONG CHUN HONG CHINESE RESTAURANT,Chinese,"5 avenue 312 , NY, US"
50000267,BROKEN LAND,American,"franklin street 105 , NY, US"
50042914,DIONYSOS,Greek,"31st st 2315 , NY, US"
41629011,METROPOLITAN MUSEUM ROOF TOP GARDEN CAFE,American,"5 avenue 1000 , NY, US"
41696334,BXL ZOUTE,Eastern European,"west   22 street 50 , NY, US"
50014212,CHICKEN SHACK,Chicken,"broadway 3619 , NY, US"
41623648,EAST TOWN,Chinese,"flushing avenue 5402 , NY, US"
50003732,ALL'ONDA,Italian,"e 13th st 22 , NY, US"
50036964,SUBWAY,Sandwiches/Salads/Mixed Buffet,"w 17th st 300 , NY, US"
40398700,FAMOUS PIZZA,Pizza,"37 avenue 7512 , NY, US"
50035404,FRITERIE,American,"saint marks pl 36 , NY, US"
41064439,THE JAGUAR RESTAURANT,Mexican,"lexington avenue 1735 , NY, US"
50001125,AMBY'S RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","ralph avenue 46 , NY, US"
50018652,KIABACCA PIZZA AND BEER,American,"10th ave 639 , NY, US"
41650869,CHIMU,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","union ave 482 , NY, US"
41432621,TUTTI MATTI,Italian,"vernon boulevard 4730 , NY, US"
50004130,AVENUE P APPETIZER,Jewish/Kosher,"avenue p 466 , NY, US"
50001516,IL SALUMAIO WINE BAR,Italian,"2nd ave 1731 , NY, US"
41448965,UNITED FEDERATION OF TEACHERS,American,"broadway 52 , NY, US"
40946043,KAM TUNG RESTAURANT,Chinese,"beach  116 street 261 , NY, US"
50005361,ROCCA CAFE & LOUNGE,Mediterranean,"emmons ave 2712 , NY, US"
41462626,WOODWORK,American,"vanderbilt avenue 583 , NY, US"
41636913,MR. PIZZA,Pizza,"east avenue 1448 , NY, US"
41401730,MERCATO,Italian,"west   39 street 352 , NY, US"
40887930,SULLIVAN & CROMWELL,American,"broad street 125 , NY, US"
50035066,EL PILON,Spanish,"flatbush ave 1306 , NY, US"
50018271,MOONSTRUCK (IN BELLEVUE),American,"1st ave 462 , NY, US"
41416221,EL RANCHITO DEL AGAVE,Mexican,"9 avenue 476 , NY, US"
50000039,INTELLIGENTSIA COFFEE,CafÃ©/Coffee/Tea,"10 avenue 180 , NY, US"
41542299,SOCARRAT NOLITA,Spanish,"mulberry street 284 , NY, US"
40550801,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","castle hill ave 1250 , NY, US"
40370910,PERKINS RESTAURANT & BAKERY,American,"forest avenue 1745 , NY, US"
40544044,NIX MIX COFFEE SHOP,American,"130 street 9017 , NY, US"
50033989,JEN RESTAURANT,Spanish,"jamaica ave 17823 , NY, US"
41408564,CRISP,Mediterranean,"west   40 street 110 , NY, US"
41662362,HAPPY GARDEN,Chinese,"utica avenue 370 , NY, US"
50000738,D'ANNA'S DELI & PIZZERIA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","crocheron ave 16908 , NY, US"
40587480,IHOP,Pancakes/Waffles,"northern boulevard 7301 , NY, US"
41306605,K-LOUNGE,Spanish,"3 avenue 2537 , NY, US"
50053003,WHOLE FOODS MARKET,Other,"bedford ave 238 , NY, US"
50046929,DMV NEWS,Delicatessen,"91st ave 16846 , NY, US"
41688632,CAMINITO SPORTS BAR AND BILLIARD,"Bottled beverages, including water, sodas, juices, etc.","east  198 street 393 , NY, US"
50040802,SWEETGREEN,Soups & Sandwiches,"w 115th st 600 , NY, US"
41714341,PLANET HOLLYWOOD,American,"broadway 1540 , NY, US"
50038249,TOUS LES JOURS,Bakery,"union st 3902 , NY, US"
50003253,PARIS BAGUETTE,Bakery,"lexington ave 591 , NY, US"
41326504,MIGUELINA CUCHIFRITOS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","dr martin l king jr boulevard 1731 , NY, US"
40703837,STARBUCKS,CafÃ©/Coffee/Tea,"west broadway 95 , NY, US"
41408361,BEKY BAKERY AND COFFEE SHOP,Spanish,"103 street 3778 , NY, US"
41305028,MADISON & VINE,American,"madison avenue 299 , NY, US"
41423266,EL PATIO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","jamaica avenue 21821 , NY, US"
50036370,THE DESSERT KITCHEN,"Ice Cream, Gelato, Yogurt, Ices","bleecker st 192 , NY, US"
40745618,MIKE'S PIZZA,Pizza,"myrtle avenue 905 , NY, US"
41065858,LURE FISHBAR,Seafood,"mercer street 142 , NY, US"
41563704,FDR 99Â¢ SLICE PIZZA,Pizza,"east 2nd  street 150 , NY, US"
41228236,PAPA JOHN'S,Pizza,"east   90 street 301 , NY, US"
41684056,LA MAISON DU CROQUE MONSIEUR,French,"east   13 street 17 , NY, US"
50010033,SOHO THAI,Thai,"grand st 141 , NY, US"
41629335,CHIPOTLE MEXICAN GRILL,Mexican,"6 avenue 405 , NY, US"
41044065,TURKISH GRILL RESTAURANT & BAR,Turkish,"queens boulevard 4203 , NY, US"
41453983,CHIPOTLE MEXICAN GRILL,Mexican,"7 avenue 501 , NY, US"
40394037,WHITE CASTLE,Hamburgers,"hillside avenue 17528 , NY, US"
50014286,VILLA ITALIAN KITCHEN,Pizza/Italian,"laguardia airport NKA , NY, US"
41486672,CHIPOTLE MEXICAN GRILL,Mexican,"fulton street 101 , NY, US"
41533994,ULTIMATE BAKERY,Bakery,"flatbush avenue 1248 , NY, US"
41424610,FRIENDS SPORTS BAR,American,"olmstead avenue 1448 , NY, US"
40387399,ARTURO'S PIZZA,Pizza,"broadway 5189A , NY, US"
41504405,ECUA POLLOS DELI RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","myrtle avenue 1262 , NY, US"
41388576,MAMA'S PIZZA CAFE,Pizza,"8 avenue 705 , NY, US"
41164361,BEST ITALIAN PIZZA,Pizza,"east fordham road 200-202 , NY, US"
50037246,PAT'S FLAVORS KRUSS,Caribbean,"linden blvd 754 , NY, US"
41621240,CITY SWIGGERS,American,"east   86 street 320 , NY, US"
41596350,RIVER JAPANESE CUISINE,Japanese,"springfield boulevard 6144 , NY, US"
41112524,ADRIENNE'S PIZZA BAR,Italian,"stone street 54 , NY, US"
41383631,DUNKIN' DONUTS,Donuts,"church street 130 , NY, US"
41433795,THE AVENUE,American,"myrtle avenue 7122 , NY, US"
41054675,STARBUCKS,CafÃ©/Coffee/Tea,"victory boulevard 2070 , NY, US"
41633715,IHOP,Pancakes/Waffles,"white plains road 1001 , NY, US"
41695668,CLAUDINE'S,Pizza,"smith street 311 , NY, US"
50053459,SNOWDAYS,"Ice Cream, Gelato, Yogurt, Ices","8th ave 700 , NY, US"
41129350,GREAT CHINA,Chinese,"amsterdam avenue 1461 , NY, US"
41677849,ILMULINO,Italian,"east   60 street 37 , NY, US"
50016423,TWIN DONUT PLUS,Donuts,"jerome ave 3396 , NY, US"
41603129,JOE'S LOBSTER HOUSE,Seafood,"hylan boulevard 1898 , NY, US"
50003503,CAFE 52 RESTAURANT,American,"43rd ave 5129 , NY, US"
41241757,THAI MARKET,Thai,"amsterdam avenue 960 , NY, US"
41547884,NOODLE VILLAGE,Chinese,"mott street 13 , NY, US"
41379907,JASLOWICZANKA POLISH BAKERY,Bakery,"nassau avenue 163 , NY, US"
41563757,PIEKIELKO GRILL BAR,Polish,"forest avenue 6236 , NY, US"
40367278,JACK'S PIZZA & PASTA,Pizza/Italian,"26 avenue 21249 , NY, US"
40397029,ANGELO'S PIZZERIA/MIMMO'S RESTAURANT,Pizza/Italian,"sneden ave 6 , NY, US"
41092403,EAT HERE NOW,American,"lexington avenue 839 , NY, US"
41583659,UNITED ARTISTS,American,"mill road 107 , NY, US"
50016444,SHAARE ZION CATERERS,Jewish/Kosher,"ocean pkwy 2030 , NY, US"
40393591,DON GIOVANNI RESTAURANT,Italian,"10 avenue 214 , NY, US"
40969008,PIA'S PIZZERIA,Pizza/Italian,"nostrand avenue 3682 , NY, US"
40762828,MEMO SHISH KEBAB,Turkish,"kings highway 1821 , NY, US"
50036511,MATIZ LATIN CUISINE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","queens blvd 11072 , NY, US"
50000895,WAH SING,Chinese,"merrick blvd. 23119 , NY, US"
41648643,STICKY'S FINGER JOINT #1,Chicken,"west    8 street 31 , NY, US"
41415537,KATI THAI CUISINE,Thai,"east   14 street 347 , NY, US"
41584647,AMORINO,Italian,"university place 60 , NY, US"
50013673,THANYA THAI CUISINE,Thai,"francis lewis blvd 3347 , NY, US"
41651566,NEW TIMES CHINESE RESTAURANT,Chinese,"coney island avenue 2578 , NY, US"
41396994,TEAL,Middle Eastern,"steinway street 2279 , NY, US"
50004960,THE CIVIL SERVICE CAFE,CafÃ©/Coffee/Tea,"nostrand ave 279 , NY, US"
41325743,ALOR CAFE,American,"richmond road 2110 , NY, US"
41695036,DELICIAS BAKERY & RESTAURANT,Spanish,"roosevelt avenue 10307 , NY, US"
41196158,ELEVEN B,Pizza,"avenue b 174 , NY, US"
41155448,CIBAO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","clinton street 72 , NY, US"
41577920,BISTRO 61,French,"1 avenue 1113 , NY, US"
40539022,SUBWAY,Sandwiches,"broadway 2508 , NY, US"
40950504,EATA PITA,Mediterranean,"east   42 street 109 , NY, US"
40970904,MERRION SQUARE,American,"2 avenue 1840 , NY, US"
40394030,TIBBETT DINER,American,"tibbett ave 3033 , NY, US"
50013668,LITTLE SAIGON PEARL,Vietnamese/Cambodian/Malaysia,"bay 35th st 9 , NY, US"
41057755,BAROSA BRICK OVEN,Italian,"woodhaven boulevard 6229 , NY, US"
50018974,RESIDENCE INN MANHATTAN MIDTOWN EAST,American,"e 48th st 148 , NY, US"
41636512,ABV,American,"lexington avenue 1504 , NY, US"
41332875,NEW MILLENIUM PIZZA II,Pizza,"jerome avenue 2491 , NY, US"
41544700,LONE WOLF,American,"broadway 1089 , NY, US"
50047324,LENWICH,Sandwiches/Salads/Mixed Buffet,"w 40th st 202 , NY, US"
41448070,VIVIA FELIZ 1,American,"93 street 3566 , NY, US"
41180510,MIKE'S BAGELS,Bagels/Pretzels,"broadway 4003 , NY, US"
41658744,HOUSE OF VEGETARIAN,Vegetarian,"mott street 68 , NY, US"
41226690,DELICIOUS CHINESE,Chinese,"rockaway parkway 1584 , NY, US"
41084188,UVA,Italian,"2 avenue 1486 , NY, US"
41682237,"DUNKIN' DONUTS, BASKIN ROBBINS",American,"broadway 8111 , NY, US"
50001058,EL BLOQUE DELI,Spanish,"jamaica ave 13207 , NY, US"
50019096,LUK & BART HOMEMADE FOOD,Polish,"richmond ter 2960 , NY, US"
41426289,GEORGINA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east 163 street 1003 , NY, US"
40643138,PARMA RESTAURANT,Italian,"3 avenue 1404 , NY, US"
40387861,WESTWAY DINER,American,"9 avenue 614 , NY, US"
40883586,EUREST DINING SERVICE (American Express),American,"vesey street 200 , NY, US"
50015721,FLORIAN CAFE TATTORIA & BAR,Italian,"park ave s 225 , NY, US"
50002588,SUBWAY,American,"liberty ave 118-18 , NY, US"
41719175,BONJOUR CREPES & WINE,Sandwiches,"2 avenue 1585 , NY, US"
50012615,PARK HYATT NEW YORK,American,"w 57th st 153 , NY, US"
41387458,THE FLYING PUCK,American,"7 avenue 364 , NY, US"
50037529,DOKA SQUARE,Japanese,"eldridge st 141 , NY, US"
40401160,LA CABANA SALVADORENA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","broadway 4384 , NY, US"
50013432,CUATOMATE,Mexican,"broadway 3807 , NY, US"
50017760,PETER PAN DONUTS AND PASTRIES,Bakery,"manhattan ave 727 , NY, US"
41677912,JOHN BROWN SMOKEHOUSE,American,"44 drive 1043 , NY, US"
41541587,PIER 79/NY WATERWAY SEATTLE CAFE,American,"w 38th st 79 , NY, US"
50040930,BROOKLYN JAZZ & SPORTS CLUB,American,"church ave 3523 , NY, US"
40539192,W'S BAR & RESTAURANT,American,"amboy road 7001 , NY, US"
41177118,KAYLAH'S HUT,Caribbean,"prospect avenue 805 , NY, US"
40379890,O'HARA'S,American,"cedar street 120 , NY, US"
41279460,NEWMAN AND LEVENTHAL CATERERS,Jewish/Kosher,"east   87 street 50 , NY, US"
41254531,LE BARRICOU,French,"grand street 533 , NY, US"
50014229,AINSWORTH MIDTOWN,American,"e 33rd st 45 , NY, US"
50049069,THE PIZZA (SPACE # 3),Pizza,"south 8th ave 1000 , NY, US"
50009235,TIANJIN DUMPLING HOUSE,Chinese,"main st 4128 , NY, US"
40391304,BAY RIDGE MANOR CATERING,American,"76 street 476 , NY, US"
50018890,SUBWAY,Sandwiches,"1st ave 108 , NY, US"
41274069,OCEAN CHINESE RESTAURANT,Chinese,"horace harding expressway 24510 , NY, US"
41526478,LA FLACA,Mexican,"grand street 384 , NY, US"
41105644,CAKE SHOP,CafÃ©/Coffee/Tea,"ludlow street 152 , NY, US"
50051745,ORCHARD BEACH SNACK BAR SECTION 5,CafÃ©/Coffee/Tea,"orchard beach rd 1 , NY, US"
50002455,cafe paulette,CafÃ©/Coffee/Tea,"dekalb ave 136 , NY, US"
40968447,CARACAS AREPA /TO GO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east    7 street 91 , NY, US"
50036749,CREPES DU NORD,Pancakes/Waffles,"richmond ave 2655 , NY, US"
41554626,211 NEW TACO GRILL,Tex-Mex,"east   14 street 211 , NY, US"
40367766,GRAY'S PAPAYA,Hotdogs,"broadway 2080 , NY, US"
41476602,PARIS BAGUETTE,Bakery,"northern boulevard 15624 , NY, US"
41498611,MUSSELS & MORE,Seafood,"80 street 510 , NY, US"
41520417,INDUSTRY,American,"west   52 street 355 , NY, US"
41382211,MOON PALACE DELI,American,"atlantic avenue 496 , NY, US"
41551883,OTTOMANELLI N.Y. GRILL,Italian,"lexington avenue 1424 , NY, US"
40399057,9TH AVE SALOON,American,"9 avenue 656 , NY, US"
50017683,MAISON KAYSER,Bakery,"3rd ave 1535 , NY, US"
41300558,NEW KEE HING CHINESE RESTAURANT,Chinese,"soundview avenue 845 , NY, US"
41644433,YUNNAN KITCHEN,Chinese,"clinton street 79 , NY, US"
41277596,BURGER KING,Hamburgers,"astoria boulevard 9118 , NY, US"
50016926,DELICE & SARRASIN,French,"christopher st 20 , NY, US"
41258883,O'NEALS,American,"jfk international airport 0 , NY, US"
41706304,MR. DEMUS FISHNET RESTAURANT,Caribbean,"linden boulevard 19009 , NY, US"
50000462,BAINBRIDGE BAKERY,Bakery,"bainbridge ave 3109 , NY, US"
40978593,BONAO BAR AND GRILL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","jamaica avenue 123 , NY, US"
41428346,AJI SUSHI,Japanese,"3 avenue 519 , NY, US"
50016029,1028 BAR & RESTAURANT EL SALVADORENO,Spanish,"castle hill ave 1028 , NY, US"
41631068,1ST MAMA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","west tremont avenue 8 , NY, US"
40577023,FAMILY PIZZA,Pizza,"flatbush avenue 720 , NY, US"
40726517,HILLSTONE MANHATTAN,Steak,"park avenue south 378 , NY, US"
41360469,SKY GARDEN AND TONIC AT SPA CASTLE,Korean,"131 street 1111 , NY, US"
41443107,CHARLE'S COUNTRY PAN FRIED CHICKEN,Soul Food,"8 avenue 2841 , NY, US"
40363945,DOMINO'S,Pizza,"west   72 street 148 , NY, US"
50002448,CHINA STAR QUEENS CHINESE RESTAURANT,Chinese,"rockaway blvd 105-38 , NY, US"
50039754,PANINI EXPRESS,Delicatessen,"jfk int'l airport TERMINAL 1 , NY, US"
50042596,KENTA SUSHI BAR,Japanese,"bell blvd 3923 , NY, US"
41485462,GOOD CO,American,"hope street 10 , NY, US"
30191841,DJ REYNOLDS PUB AND RESTAURANT,Irish,"west   57 street 351 , NY, US"
50038052,OLLIES TO GO,Chinese/Japanese,"broadway 2425 , NY, US"
41380675,MAMA RAO'S RESTAURANT & BAR,Italian,"11 avenue 6408 , NY, US"
41714339,BUCA DI BEPPO,Italian,"broadway 1540 , NY, US"
41613996,FRATELLI'S PIZZA & CAFE,Pizza/Italian,"hunts point avenue 404 , NY, US"
41466312,TERRI,Vegetarian,"west   23 street 60 , NY, US"
50010426,The Ship,American,"lafayette st 158 , NY, US"
50011035,CITY WINGS  CAFE,Chicken,"1st ave 347 , NY, US"
50009591,DOHA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","31st st 3834 , NY, US"
40395921,GOLDEN PIZZA,Pizza,"east  138 street 504 , NY, US"
41626438,HONKY TONK TAVERN,American,"1 avenue 1154 , NY, US"
41668500,SUNSHINE RESTAURANT,Indian,"hillside avenue 25509 , NY, US"
50009420,PINO'S,Pizza/Italian,"bath ave 2025 , NY, US"
41278255,METRO DINER,American,"metropolitan avenue 7324 , NY, US"
41654217,M&J NAVY YARD SUB SHOPPE,Sandwiches,"adelphi street 2 , NY, US"
50041310,INHABIT LOUNGE,Chinese,"eldridge st 39 , NY, US"
50034113,NOEL PIZZA,Pizza,"w 207th st 553 , NY, US"
41482302,MCDONALD'S,Hamburgers,"8 avenue 490 , NY, US"
40968428,MR. DENNEHY'S,American,"carmine street 63 , NY, US"
40535136,DON PACO  LOPEZ PANDERIA,Spanish,"4 avenue 470305 , NY, US"
50018594,THE SPOTTED OWL,American,"avenue a 211 , NY, US"
50039202,10 BELOW ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","mott st 10 , NY, US"
50000130,FU XIANG JU,Chinese,"41st ave 13680 , NY, US"
41578515,BEARDED LADY,American,"washington avenue 686 , NY, US"
41686601,RUSTY'S BAR,American,"forest avenue 879 , NY, US"
41232846,MAMBI STEAK HOUSE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","broadway 4181 , NY, US"
40685229,TEQUILA SUNRISE,Mexican,"northern boulevard 4001 , NY, US"
41436524,THE BREUKELEN COFFEE HOUSE,CafÃ©/Coffee/Tea,"franklin avenue 764 , NY, US"
41513747,PRET A MANGER,Sandwiches/Salads/Mixed Buffet,"broadway 179 , NY, US"
41385738,"SUBWAY, CARVEL ICE CREAM",Sandwiches,"stratton street 3025 , NY, US"
41142418,CAFE D'ALSACE,French,"2 avenue 1695 , NY, US"
41123423,J AND B PIZZERIA,Pizza/Italian,"forest avenue 2220 , NY, US"
50001865,IT'Z ALL 4 U,Caribbean,"new haven ave 20-01 , NY, US"
41591126,ROSE BENGAL,Bangladeshi,"101 avenue 7701 , NY, US"
40378774,FAME DINER,American,"grand avenue 6967 , NY, US"
41387224,B AND B RESTAURANT,African,"west   26 street 165 , NY, US"
50012120,CREPE MIX,American,"6th st 346 , NY, US"
41426727,AWASH ETHIOPIAN RESTAURANT,Ethiopian,"amsterdam avenue 947 , NY, US"
41594504,BLUEPRINT,American,"5 avenue 196 , NY, US"
50001545,CITADELLE BAR AND RESTAURANT,Caribbean,"avenue l 9320 , NY, US"
50004488,KING'S WOK CHINESE RESTAURANT,Chinese,"linden blvd 19906 , NY, US"
50045701,SPORTS CAFE,Eastern European,"avenue s 172 , NY, US"
50044531,FAMOUS & FRESH 99 CENTS PIZZA,Pizza,"avenue a 91 , NY, US"
40931929,FRANKIE & JOHNNIE'S STEAKHOUSE,Steak,"west   37 street 32 , NY, US"
41442614,MCDONALD'S,Hamburgers,"queens boulevard 12034 , NY, US"
41593344,ZHU JI GUO TIE,Chinese,"main street 4052 , NY, US"
50037137,FUNNY BBQ,Chinese,"bowery 98 , NY, US"
50001603,DREAMERS COFFEE SHOP,American,"86 street 1818 , NY, US"
41530127,COAL YARD BAR,American,"1 avenue 102 , NY, US"
50043404,OAXACA TAQUERIA- MURRAY HILL,Mexican,"e 33rd st 152 , NY, US"
41433469,THE CAPITAL GRILLE,American,"broadway 120 , NY, US"
50014670,CHINA BELL,Tex-Mex,"castleton ave 1068 , NY, US"
50007005,Big E's Deli,Delicatessen,"w service rd 180 , NY, US"
41638185,SZECHUAN KITCHEN,Chinese,"hillside ave 23314 , NY, US"
50018533,KENNEDY FRIED CHICKEN,Chicken,"university ave 1708 , NY, US"
41640033,BYBLOS,Middle Eastern,"madison avenue 80 , NY, US"
40579797,THINK SWEET CAFE,Jewish/Kosher,"kings highway 546 , NY, US"
50043112,ZUCCHERO E POMODORI,Italian,"2nd ave 1435 , NY, US"
41460820,EL NUEVO CARIBENO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","lexington avenue 1675 , NY, US"
41410895,MATAMIM TAKE OUT CATERING,Jewish/Kosher,"16 avenue 4302 , NY, US"
50044630,HOT DOG CONCESSION,American,"penn plz 4 , NY, US"
41326289,TEN JAPANESE CUISINE,Japanese,"7 avenue 440 , NY, US"
41349544,JERRY'S PIZZA,Pizza,"starling avenue 2094 , NY, US"
41099225,GOLDEN PASTRY SHOP,Bakery,"corson avenue 1 , NY, US"
